customer_id,age,gender,tenure_months,contract_type,monthly_charges,total_charges,internet_service,phone_service,avg_monthly_gb_used,num_support_tickets,avg_monthly_minutes,satisfaction_score,payment_method,num_additional_services,last_interaction_date,churned,billing_complaint_count,competitor_offer_received,network_outage_hours,last_plan_change_days,charge_per_tenure,support_rate,tenure_x_charges,satisfaction_x_tickets,is_new_customer,is_high_spender,low_satisfaction,charges_to_total_ratio,gb_per_charge,minutes_per_charge
TC-004913,54.40673143,Male,8.471652598,One year,33.41,316.77,Fiber optic,No,3.99,1,244.8,6.6,Mailed check,5,03/06/2024,0,1,0,0.5,206.0,3.9437405646080763,0.11804072327471046,283.03791329918,6.6,0,0,0,0.10547084635539981,0.11942532175995213,7.327147560610597
TC-001300,46.82546709,Male,11.41491352,One year,35.45,410.2,DSL,Yes,15.54,2,417.6,5.7,Credit card,5,30/05/2024,0,3,0,1.2,5.0,3.1055863838029323,0.17520938695644186,404.65868428400006,11.4,0,0,0,0.08642125792296441,0.43836389280677,11.779971791255289
TC-004705,50.66045288,Male,24.63528869,One year,64.85,1653.83,No,No,16.83,1,137.1,6.9,Electronic check,3,01/04/2024,0,1,0,1.7,160.0,2.632402681212501,0.04059217704259832,1597.5984715465,6.9,0,0,0,0.03921201090801352,0.2595219737856592,2.1141094834232845
TC-004646,66.24450064,Female,37.47360653,Month-to-month,75.72,2891.41,Fiber optic,No,4.74,3,352.0,3.8,Credit card,3,17/06/2024,0,2,0,3.5,90.0,2.0206221661472945,0.08005634572691342,2837.5014864515997,11.399999999999999,0,0,1,0.026187915238586018,0.06259904912836767,4.648705758055996
TC-000661,33.3950699,Female,15.193228005,Two year,31.67,2542.93,DSL,No,61.56,0,233.1,4.8,Credit card,0,13/06/2024,0,0,0,0.7,61.0,2.0844813221770644,0.0,481.16953091835,0.0,0,0,0,0.012454137549991546,1.9437953899589517,7.360277865487843
TC-004048,84.21981667,Male,19.60224359,Month-to-month,62.07,1195.91,No,No,18.21,6,308.7,2.3,Mailed check,2,26/06/2024,1,0,0,1.9,53.0,3.1664742719381747,0.30608741149716523,1216.7112596313,13.799999999999999,0,0,1,0.05190189897233069,0.29337844369260513,4.973417109714838
TC-002439,35.44853644,Male,43.48302983,Month-to-month,79.61,3567.03,No,No,17.88,2,351.6,8.9,Electronic check,2,20/06/2024,0,3,1,11.3,37.0,1.8308291835054034,0.04599495499322707,3461.6840047663,17.8,0,0,0,0.02231828720251862,0.2245949001381736,4.416530586609722
TC-003707,34.13149479,Male,57.45148391,Month-to-month,124.98,7293.59,DSL,No,0.38,2,334.4,4.4,Electronic check,4,19/06/2024,0,1,0,6.9,271.0,2.1754007293490636,0.03481198158663888,7180.2864590718,8.8,0,1,0,0.017135594405498528,0.003040486477836454,2.675628100496079
TC-003037,36.86176199,Female,15.67535184,Month-to-month,9999.0,156826.17,DSL,No,5.66,3,116.3,3.1,Mailed check,3,01/06/2024,0,1,0,1.1,140.0,637.8804190209488,0.1913832640326879,156737.84304816,9.3,0,1,1,0.06375849132832868,0.0005660566056605661,0.01163116311631163
TC-002234,55.38896007,Female,13.24874969,Month-to-month,84.56,1110.18,DSL,No,51.33,0,344.8,4.2,Electronic check,0,30/06/2024,1,4,1,0.6,114.0,6.382489063388743,0.0,1120.3142737864,0.0,0,1,0,0.07616782864040066,0.6070245979186376,4.077578051087985
TC-003114,23.85784597,Female,18.83457802,One year,44.43,864.44,No,No,10.8,0,224.4,5.9,Mailed check,1,24/06/2024,0,0,0,2.0,89.0,2.3589591416819014,0.0,836.8203014285999,0.0,0,0,0,0.05139743649067604,0.24307900067521945,5.050641458474004
TC-003999,66.65067234,Male,10.75238179,Month-to-month,72.78,887.07,No,Yes,21.35,0,437.6,3.2,Credit card,4,30/06/2024,0,0,0,6.1,29.0,6.768732865092954,0.0,782.5583466762,0.0,0,0,1,0.08204538536981297,0.2933498213794999,6.01264083539434
TC-003669,39.86780195,Male,1.0,Month-to-month,81.41,267.91,No,Yes,3.0,4,63.9,8.1,Credit card,1,25/04/2024,0,1,1,2.7,115.0,81.41,4.0,81.41,32.4,1,0,0,0.3038707028479713,0.03685050976538509,0.7849158580027024
TC-003257,28.78397495,Female,6.544808089,Month-to-month,24.68,237.77,Fiber optic,Yes,21.24,0,0.0,8.3,Credit card,5,27/06/2024,0,3,0,5.3,155.0,3.770927988168241,0.0,161.52586363652,0.0,0,0,0,0.10379778777810489,0.8606158833063209,0.0
TC-001279,44.88073675,Male,12.4587365,Month-to-month,113.1,1191.44,No,Yes,79.56,2,241.2,5.3,Bank transfer,5,12/06/2024,0,1,0,7.3,1.0,9.077967095620009,0.16052992211529635,1409.08309815,10.6,0,1,0,0.09492714698180352,0.703448275862069,2.13262599469496
TC-003134,64.42407341,Male,18.60589999,Two year,71.08,1336.34,Fiber optic,Yes,2.51,5,367.8,9.0,Credit card,2,26/06/2024,0,1,0,2.5,55.0,3.820293564847867,0.26873196151152695,1322.5073712892001,45.0,0,0,0,0.05319005642276666,0.03531232414181204,5.1744513224535735
TC-001622,20.42583033,Other,18.23811383,Two year,84.88,1669.27,Fiber optic,No,12.9,3,199.1,6.2,Electronic check,5,26/06/2024,0,1,0,1.0,214.0,4.653990033792875,0.16449069393707144,1548.0511018903999,18.6,0,1,0,0.05084857452658947,0.15197926484448634,2.3456644674835063
TC-003076,69.27092884,Female,14.75886319,One year,26.46,340.98,Fiber optic,No,2.36,1,457.2,4.3,Credit card,2,23/06/2024,0,2,0,2.1,120.0,1.7928210092717853,0.06775589604201758,390.5195200074,4.3,0,0,0,0.07759985922928031,0.0891912320483749,17.27891156462585
TC-004711,32.87473853,Male,10.14961926,Month-to-month,69.24,656.42,DSL,Yes,11.7,4,324.0,7.8,Bank transfer,2,14/06/2024,1,5,0,6.1,76.0,6.821930776544223,0.39410345329544905,702.7596375623999,31.2,0,0,0,0.10548124676274337,0.16897746967071056,4.679376083188909
TC-000068,57.05299347,Female,15.193228005,Two year,66.14,5034.81,DSL,No,13.41,0,161.0,4.2,Credit card,5,21/05/2024,0,0,0,2.6,31.0,4.353255277827314,0.0,1004.8801002507,0.0,0,0,0,0.01313654338495395,0.20275173873601451,2.434230420320532
TC-004741,49.78306771,Female,15.193228005,Month-to-month,54.99,4437.2,No,No,12.05,2,261.0,6.1,Bank transfer,4,03/06/2024,1,3,1,0.4,39.0,3.6193756838180224,0.13163759533798952,835.47560799495,12.2,0,0,0,0.01239295050933021,0.21913075104564467,4.746317512274959
TC-002168,23.13633212,Female,8.259625888,Month-to-month,45.83,313.81,No,No,2.82,3,236.7,9.4,Credit card,3,17/05/2024,0,3,0,6.8,185.0,5.548677460874363,0.3632125765355245,378.53865444704,28.200000000000003,0,0,0,0.14604378445556226,0.061531747763473706,5.16473925376391
TC-004746,37.72358614,Female,65.64397627,One year,58.28,3788.12,No,No,5.42,2,242.6,7.8,Mailed check,3,04/06/2024,0,0,0,1.4,62.0,0.8878194666375594,0.030467380461137932,3825.7309370156,15.6,0,0,0,0.015384940287002524,0.09299931365820178,4.162663006177076
TC-000821,34.24067325,Male,52.87772775,Month-to-month,80.05,4020.22,DSL,Yes,27.23,1,349.5,6.4,Credit card,4,08/05/2024,0,2,0,1.8,24.0,1.5138698920359717,0.018911553929243867,4232.8621063875,6.4,0,0,0,0.019911845620388936,0.34016239850093694,4.366021236727046
TC-001227,42.65717208,Male,23.31256358,One year,79.64,1972.56,DSL,Yes,42.05,2,191.2,6.7,Credit card,3,12/06/2024,0,1,0,3.4,10.0,3.4161837125593375,0.08579065074232389,1856.6125635112,13.4,0,0,0,0.04037393032404591,0.5280010045203415,2.4008036162732296
TC-003186,61.95862356,Female,1.26834849,Month-to-month,71.99,9.71,DSL,Yes,17.08,3,421.1,3.3,Credit card,4,20/06/2024,1,2,1,22.3,22.0,56.75884866626837,2.365280538947147,91.3084077951,9.899999999999999,1,0,1,7.414006179196703,0.237255174329768,5.8494235310459795
TC-004891,29.66885982,Male,17.96354748,Two year,78.83,1400.88,Fiber optic,No,8.63,2,119.9,5.5,Bank transfer,0,19/03/2024,0,1,0,1.9,138.0,4.388331429956507,0.11133658327937351,1416.0664478484,11.0,0,0,0,0.056271772029010333,0.10947608778383865,1.5209945452238995
TC-002958,38.45167069,Female,11.67727361,Month-to-month,77.89,795.98,No,Yes,19.86,3,299.9,6.9,Credit card,3,26/03/2024,0,1,0,0.5,21.0,6.670221371990272,0.2569092838101273,909.5428414829,20.700000000000003,0,0,0,0.09785421744264931,0.25497496469379893,3.8503017075362687
TC-004503,18.24617415,Male,12.06197791,One year,41.3,535.17,Fiber optic,Yes,24.43,0,121.2,5.7,Electronic check,0,30/06/2024,0,3,0,5.7,66.0,3.423982393945538,0.0,498.15968768299996,0.0,0,0,0,0.07717173982099146,0.5915254237288136,2.934624697336562
TC-004314,47.75152547,Male,41.20339049,Month-to-month,68.95,2587.03,Fiber optic,Yes,5.48,4,362.4,9.7,Credit card,5,25/05/2024,1,3,1,6.0,2.0,1.6734059789748144,0.09707938964320896,2840.9737742855,38.8,0,0,0,0.02665218416485313,0.0794778825235678,5.255982596084118
TC-004146,18.0,Male,28.61187098,One year,62.62,2035.4,Fiber optic,Yes,7.94,1,290.8,5.7,Mailed check,2,03/06/2024,1,6,0,9.0,67.0,2.1886020681336094,0.034950528076231384,1791.6753607675998,5.7,0,0,0,0.030765451508303034,0.12679655062280423,4.643883743213031
TC-001144,43.8836468,Male,35.83528756,Month-to-month,43.28,1566.43,No,Yes,2.42,2,286.2,7.5,Bank transfer,2,14/05/2024,1,5,0,9.6,23.0,1.207748087064604,0.055810909753447505,1550.9512455968,15.0,0,0,0,0.02762970576406223,0.05591497227356747,6.612754158964879
TC-000398,62.30808561,Female,43.35910672,One year,71.24,3009.88,Fiber optic,No,4.79,3,248.3,9.9,Electronic check,4,18/05/2024,0,0,0,3.0,113.0,1.6430227785836635,0.06918961729015989,3088.9027627327996,29.700000000000003,0,0,0,0.02366871768974178,0.06723750701852892,3.485401459854015
TC-004244,52.4803322,Female,51.53204991,One year,67.18,3183.05,DSL,Yes,6.09,5,203.3,5.4,Bank transfer,3,27/06/2024,1,5,0,1.4,191.0,1.3036547181284062,0.09702699599050357,3461.9231129538002,27.0,0,0,0,0.021105543425331053,0.09065197975587971,3.0261982732956234
TC-004346,42.4097007,Male,1.0,Month-to-month,19.03,32.85,No,Yes,13.11,5,28.7,7.3,Credit card,1,08/06/2024,1,2,1,9.4,4.0,19.03,5.0,19.03,36.5,1,0,0,0.5792998477929985,0.6889122438255385,1.5081450341565947
TC-004420,18.0,Female,49.48754992,Month-to-month,59.37,3051.09,No,Yes,3.45,1,376.4,5.7,Electronic check,4,26/06/2024,1,5,1,0.0,14.0,1.1996956829743168,0.020207102627157098,2938.0758387503997,5.7,0,0,0,0.019458619706400004,0.058110156644770095,6.339902307562742
TC-001399,60.00620862,Male,45.42451641,Two year,82.27,3712.36,Fiber optic,Yes,17.28,0,241.7,5.0,Credit card,5,27/06/2024,0,3,0,1.0,105.0,1.8111365073748726,0.0,3737.0749650507,0.0,0,1,0,0.022161105065241514,0.2100401118269114,2.937887443782667
TC-001660,59.09817842,Male,15.76108564,One year,68.16,976.98,Fiber optic,Yes,2.13,1,113.7,4.9,Bank transfer,0,22/06/2024,0,3,0,0.5,217.0,4.32457519468183,0.0634474060252616,1074.2755972224,4.9,0,0,0,0.06976601363385125,0.03125,1.6681338028169015
TC-000980,53.40621984,Female,14.36862386,Month-to-month,68.48,904.76,Fiber optic,Yes,5.87,2,309.2,9.2,Credit card,2,27/06/2024,1,3,0,2.4,39.0,4.765940055723611,0.13919217452463817,983.9633619328,18.4,0,0,0,0.07568858039701137,0.08571845794392523,4.51518691588785
TC-001299,46.01088471,Male,2.800480059,Month-to-month,91.87,327.78,DSL,Yes,45.21,2,184.0,8.9,Credit card,0,30/06/2024,1,4,0,13.0,2.0,32.80508986477308,0.7141632712479172,257.28010302033,17.8,1,1,0,0.28027945573250357,0.4921084140633504,2.002830085991074
TC-003661,36.59941097,Female,39.02736978,Month-to-month,103.35,3986.84,DSL,Yes,33.78,3,313.7,7.0,Credit card,2,27/06/2024,1,0,1,4.2,114.0,2.6481415627696956,0.07686913099476621,4033.4786667629996,21.0,0,1,0,0.02592278596582757,0.32685050798258347,3.035316884373488
TC-000083,64.16841067,Male,6.738450576,One year,131.72,608.13,Fiber optic,Yes,34.12,0,353.6,8.8,Bank transfer,3,23/06/2024,0,0,0,1.8,365.0,19.547520385345035,0.0,887.58870987072,0.0,0,1,0,0.21659842467893378,0.2590343152140905,2.684482235044033
TC-002226,61.81956048,Female,7.977318594,Two year,36.47,319.72,DSL,Yes,1.23,2,366.1,5.8,Credit card,0,17/06/2024,0,2,0,2.4,5.0,4.571711605880988,0.2507108092065252,290.93280912318,11.6,0,0,0,0.11406855998999123,0.03372635042500686,10.038387715930902
TC-002506,29.61884205,Male,1.072399659,One year,120.51,250.64,Fiber optic,Yes,25.04,3,184.0,5.0,Bank transfer,4,20/04/2024,0,0,1,4.7,26.0,112.37414986906482,2.7974645225059698,129.23488290609,15.0,1,1,0,0.48080912863070546,0.20778358642436312,1.526844245290847
TC-004317,25.08755852,Male,2.267122129,Month-to-month,77.17,20.44,Fiber optic,No,21.34,1,163.5,6.1,Bank transfer,5,19/06/2024,0,3,0,4.8,199.0,34.038748514196165,0.4410878387222517,174.95381469493,6.1,1,0,0,3.7754403131115457,0.2765323312167941,2.1186989762861215
TC-004709,56.32903856,Female,4.833577167,Two year,26.65,312.96,Fiber optic,No,3.38,2,335.2,4.6,Bank transfer,5,24/06/2024,1,1,0,2.6,76.0,5.513514955744577,0.41377222932417085,128.81483150054999,9.2,1,0,0,0.08515465235173825,0.12682926829268293,12.577861163227016
TC-004099,40.01745967,Male,1.704198173,Two year,94.7,116.96,DSL,Yes,0.5,4,121.1,5.0,Mailed check,0,04/06/2024,0,2,1,1.0,205.0,55.56865480808141,2.347144870457504,161.38756698310002,20.0,1,1,0,0.8096785225718195,0.005279831045406547,1.2787750791974657
TC-000424,56.57356426,Male,10.86769646,Month-to-month,15.0,168.2,DSL,Yes,6.29,0,231.0,5.0,Bank transfer,3,27/05/2024,0,0,0,0.3,247.0,1.3802372982360607,0.0,163.0154469,0.0,0,0,0,0.08917954815695602,0.41933333333333334,15.4
TC-004384,44.96875001,Male,20.38444003,Month-to-month,93.28,1763.67,Fiber optic,Yes,12.85,0,415.5,2.2,Credit card,3,11/06/2024,0,0,0,4.9,66.0,4.576039364472059,0.0,1901.4605659984002,0.0,0,1,1,0.052889712928155495,0.13775728987993138,4.454331046312178
TC-001905,40.39046784,Male,12.49504823,Month-to-month,30.92,421.47,Fiber optic,Yes,9.33,2,290.5,4.6,Electronic check,3,28/06/2024,1,2,0,5.9,180.0,2.474580284193109,0.1600634077744572,386.34689127160004,9.2,0,0,0,0.07336227964030655,0.30174644243208276,9.395213454075032
TC-004679,54.92154788,Female,4.439219634,Month-to-month,48.79,163.31,DSL,No,13.91,2,270.0,6.6,Credit card,1,11/06/2024,0,0,0,0.3,28.0,10.990670438181795,0.45052963468668966,216.58952594285998,13.2,1,0,0,0.2987569652807544,0.2850994056159049,5.533920885427341
TC-004057,63.93293908,Male,10.77389378,Month-to-month,136.29,1445.84,Fiber optic,Yes,13.19,3,266.2,7.2,Credit card,4,21/04/2024,1,5,0,5.0,32.0,12.650022617913725,0.27845086105907385,1468.3739832761999,21.6,0,1,0,0.09426354230066951,0.09677892728740187,1.95318805488297
TC-003166,18.0,Female,11.14229581,One year,75.76,868.48,DSL,No,3.77,1,179.6,7.4,Electronic check,1,05/06/2024,0,0,0,1.8,98.0,6.799316881535925,0.0897481108967255,844.1403305656,7.4,0,0,0,0.08723286661753869,0.0497624076029567,2.3706441393875393
TC-001566,37.78008664,Female,8.888454733,Two year,15.0,14.12,Fiber optic,Yes,11.35,2,275.0,7.6,Credit card,5,22/05/2024,0,0,0,2.3,21.0,1.6875824258079168,0.22501099010772227,133.326820995,15.2,0,0,0,1.0623229461756374,0.7566666666666666,18.333333333333332
TC-003424,48.27308634,Male,61.07762814,Two year,73.46,4569.11,Fiber optic,Yes,0.17,4,358.1,3.7,Electronic check,4,10/06/2024,1,3,0,7.6,62.0,1.2027317077804258,0.06549042786716176,4486.7625631644,14.8,0,0,1,0.016077529321902952,0.0023141845902531996,4.87476177511571
TC-000840,38.79016734,Female,4.05664078,Month-to-month,85.62,415.8,DSL,No,34.96,1,36.5,6.0,Credit card,3,30/05/2024,1,2,0,16.1,3.0,21.106133040451265,0.24650937912229928,347.3295835836,6.0,1,1,0,0.20591630591630591,0.408315814062135,0.4263022658257416
TC-000501,55.89266321,Male,66.92734514,Month-to-month,33.39,2378.76,Fiber optic,No,33.32,2,149.2,5.3,Credit card,1,12/06/2024,0,5,0,4.3,30.0,0.49889921571151685,0.029883151584996517,2234.7040542246,10.6,0,0,0,0.014036725016395095,0.9979035639412998,4.468403713686732
TC-000142,61.60714131,Male,6.438450048,Month-to-month,51.28,340.7,Fiber optic,Yes,3.24,1,323.3,4.4,Credit card,4,10/06/2024,1,1,0,5.5,4.0,7.964649817533227,0.15531688411726263,330.16371846144,4.4,0,0,0,0.1505136483710009,0.06318252730109204,6.304602184087363
TC-001378,57.59857031,Female,9.989343662,Month-to-month,50.4,667.66,Fiber optic,Yes,3.75,0,198.3,4.7,Credit card,4,18/06/2024,0,0,0,1.0,4.0,5.045376523757443,0.0,503.46292056479996,0.0,0,0,0,0.07548752358985113,0.0744047619047619,3.9345238095238098
TC-003771,57.02737281,Female,43.02961856,Month-to-month,73.79,3223.02,Fiber optic,Yes,46.3,4,236.6,8.3,Electronic check,2,23/06/2024,1,1,1,1.7,4.0,1.7148653060242234,0.09295922515377278,3175.1555535424004,33.2,0,0,0,0.02289467642149289,0.6274562948909065,3.206396530695216
TC-002571,42.57356992,Male,5.638988359,Month-to-month,108.8,601.41,Fiber optic,No,2.93,5,392.3,7.7,Credit card,4,17/06/2024,0,0,0,1.1,80.0,19.29424092999799,0.88668386626829,613.5219334592,38.5,1,1,0,0.18090819906552935,0.02693014705882353,3.605698529411765
TC-001139,50.96100105,Male,4.965058909,Month-to-month,58.83,260.83,No,Yes,22.24,4,426.8,6.9,Electronic check,3,10/05/2024,1,7,1,12.3,16.0,11.848802013881604,0.8056299176530073,292.09441561647,27.6,1,0,0,0.22554920829659167,0.37803841577426484,7.254801971783104
TC-002595,54.72646323,Female,38.42862719,Month-to-month,80.86,3171.9,Fiber optic,No,7.37,4,546.9,4.6,Bank transfer,1,12/06/2024,1,0,1,6.7,126.0,2.1041605155502823,0.1040890682933605,3107.3387945834,18.4,0,0,0,0.02549260695482203,0.09114518921592876,6.763541924313628
TC-001788,30.71765392,Male,11.7342254,Month-to-month,91.68,1023.55,No,Yes,6.17,1,180.4,6.6,Credit card,5,09/05/2024,0,2,0,2.0,222.0,7.813042350456299,0.08522079352591949,1075.7937846720001,6.6,0,1,0,0.08957061208538909,0.06729930191972076,1.9677137870855148
TC-002616,52.02510733,Female,16.05503036,One year,72.56,1056.3,Fiber optic,No,69.33,0,336.5,4.6,Credit card,0,09/06/2024,0,2,0,2.3,365.0,4.519455795037189,0.0,1164.9530029216,0.0,0,0,0,0.06869260626715895,0.9554851157662624,4.637541345093715
TC-000551,43.29884681,Male,3.560609791,Two year,55.26,316.71,No,No,0.94,3,198.5,1.7,Electronic check,3,02/05/2024,1,2,1,11.0,15.0,15.519813527356556,0.8425523087598564,196.75929705066,5.1,1,0,1,0.1744813867576016,0.017010495837857402,3.5921100253347813
TC-003163,35.11364535,Male,40.29893796,Two year,116.41,4578.65,Fiber optic,No,5.74,5,214.5,9.4,Credit card,5,19/05/2024,0,0,0,1.2,13.0,2.888661733853792,0.12407274864074357,4691.1993679236,47.0,0,1,0,0.02542452469614406,0.04930847865303668,1.8426252040202733
TC-002020,23.41112408,Male,15.193228005,Month-to-month,44.02,4023.44,Fiber optic,No,10.72,3,202.7,3.9,Mailed check,4,29/06/2024,0,2,0,4.5,51.0,2.89734347338915,0.1974563930069843,668.8058967801,11.7,0,0,1,0.010940886405662816,0.24352567014993184,4.604725124943207
TC-000949,41.31620975,Male,7.381145794,Month-to-month,49.22,253.91,No,No,42.12,3,356.8,3.3,Mailed check,4,11/03/2024,1,6,0,8.7,52.0,6.6683413894913235,0.40644096238264876,363.29999598067997,9.899999999999999,0,0,1,0.19384821393407112,0.855749695245835,7.249085737505079
TC-002304,45.75300309,Female,43.37778684,Month-to-month,77.7,3287.51,Fiber optic,Yes,4.0,3,442.5,8.7,Electronic check,5,17/06/2024,1,3,0,3.4,64.0,1.7912393798834945,0.06915982161712333,3370.454037468,26.099999999999998,0,0,0,0.02363490909533355,0.05148005148005148,5.6949806949806945
TC-000533,41.00880302,Female,9.810936487,One year,97.16,961.51,No,No,9.94,2,448.0,5.6,Electronic check,0,08/06/2024,0,1,0,2.8,55.0,9.903234021414983,0.2038541379459651,953.23058907692,11.2,0,1,0,0.10104939106197543,0.10230547550432277,4.610951008645533
TC-001830,42.28274434,Male,20.85980773,Two year,77.99,1684.42,DSL,Yes,3.42,0,283.4,5.7,Credit card,4,17/06/2024,0,2,0,3.0,27.0,3.73876888078105,0.0,1626.8564048627,0.0,0,0,0,0.046300803837522705,0.04385177586870112,3.6337992050262855
TC-004848,34.05799555,Male,1.278601276,Month-to-month,61.41,186.78,No,Yes,1.5,1,129.0,1.4,Credit card,4,21/06/2024,0,0,0,4.0,195.0,48.02904639053402,0.7821046472974112,78.51890435916,1.4,1,0,1,0.32878252489559906,0.02442598925256473,2.1006350757205667
TC-004463,54.64657998,Female,15.20981451,Month-to-month,18.81,269.63,DSL,Yes,25.26,3,537.2,8.3,Electronic check,4,25/05/2024,0,2,0,3.6,109.0,1.2367014724363,0.19724106418441786,286.09661093309995,24.900000000000002,0,0,0,0.06976226681007305,1.3429027113237642,28.559276980329617
TC-003948,48.42279372,Male,13.52274251,Month-to-month,114.9,1406.05,No,Yes,2.7,0,190.3,5.7,Bank transfer,1,29/05/2024,0,1,0,6.3,4.0,8.496797148583731,0.0,1553.7631143990002,0.0,0,1,0,0.08171828882329932,0.02349869451697128,1.6562228024369017
TC-001603,32.31053731,Female,1.0,Month-to-month,77.51,173.67,Fiber optic,Yes,7.7,2,231.7,6.0,Bank transfer,4,25/06/2024,1,5,0,14.4,35.0,77.51,2.0,77.51,12.0,1,0,0,0.44630621293257333,0.09934202038446652,2.9892917042962197
TC-000640,22.57381842,Male,13.13681986,One year,97.54,1369.81,Fiber optic,No,7.81,1,366.6,2.4,Bank transfer,0,23/06/2024,1,2,1,6.7,139.0,7.4249324447994685,0.0761219237728057,1281.3654091444,2.4,0,1,1,0.07120695570918595,0.08006971498872256,3.758458068484724
TC-004882,62.60871578,Female,15.193228005,One year,87.62,10633.33,DSL,No,3.81,2,212.4,7.9,Mailed check,0,15/06/2024,0,0,0,4.6,5.0,5.767043051757322,0.13163759533798952,1331.2306377981001,15.8,0,1,0,0.008240127974961748,0.04348322300844556,2.424104085825154
TC-000968,69.01410649,Female,8.531589989,Month-to-month,46.86,313.9,DSL,No,6.44,1,380.8,3.1,Electronic check,0,11/06/2024,1,2,1,0.5,103.0,5.492528363460716,0.11721144608324191,399.79030688454003,3.1,0,0,1,0.14928321121376234,0.13743064447289802,8.126333760136577
TC-004282,19.32174871,Female,42.12528812,Two year,53.81,1976.58,Fiber optic,Yes,13.93,1,517.6,6.6,Electronic check,0,23/05/2024,1,5,1,8.4,10.0,1.2773799872113492,0.023738710039237117,2266.7617537372003,6.6,0,0,0,0.02722379058778294,0.258873815275971,9.619029920089202
TC-002678,18.52795843,Male,14.86019298,Month-to-month,82.74,1146.87,Fiber optic,Yes,0.83,2,326.1,5.5,Mailed check,0,11/06/2024,1,3,0,3.2,10.0,5.567895390817461,0.13458775418944793,1229.5323671652,11.0,0,1,0,0.07214418373486098,0.010031423737007494,3.9412617839013784
TC-001684,46.86538923,Male,13.87291983,One year,80.23,1195.36,Fiber optic,No,6.95,3,289.0,5.5,Credit card,2,01/06/2024,0,1,0,0.6,365.0,5.783209373595868,0.2162486366793918,1113.0243579609,16.5,0,0,0,0.06711785570874047,0.0866259503926212,3.602143836470148
TC-004516,28.30783621,Male,29.54751545,Month-to-month,50.57,1419.34,Fiber optic,Yes,38.64,2,403.5,6.1,Bank transfer,0,17/05/2024,1,3,1,14.7,23.0,1.7114806179075879,0.06768758623324453,1494.2178563065,12.2,0,0,0,0.0356292361238322,0.764089381055962,7.979038955902709
TC-004545,47.55317835,Male,2.715559827,Month-to-month,92.43,115.96,Fiber optic,Yes,15.06,3,401.7,4.2,Bank transfer,3,21/06/2024,1,3,0,0.4,72.0,34.03718050362807,1.1047445797996776,250.99919480961,12.600000000000001,1,1,0,0.7970852017937221,0.1629341123012009,4.345991561181434
TC-000156,31.28472873,Female,1.357228138,Month-to-month,41.27,183.82,No,Yes,13.43,2,243.8,5.3,Bank transfer,0,10/06/2024,0,3,0,0.8,135.0,30.407562917767923,1.4735916122010138,56.012805255260005,10.6,1,0,0,0.22451311065172455,0.3254179791616186,5.907438817543009
TC-002535,35.7394978,Female,29.57602673,Two year,65.48,1784.36,Fiber optic,No,9.46,3,253.3,6.7,Bank transfer,1,23/05/2024,0,1,0,2.9,127.0,2.2139552617316696,0.10143350313370508,1936.6382302804,20.1,0,0,0,0.03669663072474165,0.14447159437996335,3.8683567501527185
TC-003705,39.89437412,Female,48.83328022,Month-to-month,75.16,3654.43,Fiber optic,Yes,-19.65597964,2,359.7,4.5,Bank transfer,4,10/06/2024,1,4,1,1.9,1.0,1.539114301996402,0.04095567594455567,3670.3093413352,9.0,0,0,0,0.020566818901990188,-0.2615218153273018,4.785790313996807
TC-001090,39.05475226,Male,13.16986593,One year,41.94,564.94,No,No,73.1,3,327.0,3.5,Mailed check,2,24/06/2024,0,1,0,0.9,11.0,3.1845426690687653,0.22779275172165706,552.3441771042,10.5,0,0,1,0.07423797217403617,1.742966142107773,7.7968526466380546
TC-002708,42.35854565,Male,22.11678874,Month-to-month,85.83,2030.48,Fiber optic,Yes,23.34,1,307.4,8.0,Bank transfer,4,14/06/2024,0,0,0,6.7,101.0,3.880762302746488,0.045214520595904556,1898.2839775542,8.0,0,1,0,0.04227079311295851,0.2719328905976931,3.581498310614004
TC-004285,30.31360891,Male,19.45995743,Month-to-month,70.37,1253.05,Fiber optic,Yes,20.02,2,272.2,8.7,Mailed check,5,25/06/2024,0,1,0,0.5,62.0,3.616143573444601,0.1027751477460452,1369.3972043491,17.4,0,0,0,0.05615897210805635,0.28449623419070624,3.8681256217137983
TC-000289,46.21487802,Female,35.40377131,One year,101.46,3517.11,DSL,Yes,5.79,2,371.4,7.8,Credit card,1,13/06/2024,0,1,0,1.9,95.0,2.8657963896445695,0.056491156902120435,3592.0666371126,15.6,0,1,0,0.02884754812900364,0.057066824364281496,3.660555884092253
TC-000931,33.6720071,Female,6.409933802,Two year,71.16,576.2,DSL,No,5.64,2,339.2,8.0,Bank transfer,2,11/06/2024,0,2,0,2.6,33.0,11.10151870488849,0.312015702779328,456.13088935032,16.0,0,0,0,0.12349878514404719,0.07925801011804384,4.76672287802136
TC-002585,58.44703851,Female,7.413347335,Month-to-month,23.71,120.9,No,Yes,3.85,3,330.0,5.3,Credit card,2,31/05/2024,1,1,1,49.5,6.0,3.198285326260111,0.40467549467652186,175.77046531285,15.899999999999999,0,0,0,0.19611248966087674,0.16237874314635176,13.918177983973006
TC-002306,85.0,Female,1.778015023,Month-to-month,99.2,253.86,Fiber optic,Yes,16.03,2,210.4,6.4,Credit card,0,26/06/2024,0,0,0,0.5,58.0,55.79255445919818,1.1248498882902858,176.3790902816,12.8,1,1,0,0.3907665642480107,0.16159274193548387,2.120967741935484
